顺位,用时,开始时间,牌普,一号玩家,一位得点,二号玩家,二位得点,三号玩家,三位得点,四号玩家,四位得点
4位,28,2021-06-04 15:04:00,,明日のゆくえ,53.0,魔界のK,7.0,若白髪伯爵,-23.0,！ぼたもち！,-37.0
4位,36,2021-06-04 17:09:00,,おっちー,52.0,ビートス,2.0,！ぼたもち！,-21.0,だいはむステーキ,-33.0
4位,42,2021-06-04 19:05:00,,しょうくん,43.0,魔界のK,6.0,ああああ46,-14.0,！ぼたもち！,-35.0
4位,37,2021-06-04 21:37:00,,！ぼたもち！,68.0,雪丸,11.0,Shoji,-27.0,小林流雀士,-52.0
4位,19,2021-06-05 06:24:00,,！ぼたもち！,49.0,^Re.,17.0,SpWeek,-14.0,枳,-52.0
4位,26,2021-06-05 08:37:00,,感謝感動感激,44.0,とっとー,9.0,！ぼたもち！,-16.0,かずのしん,-37.0
4位,16,2021-06-05 09:09:00,,作家,42.0,！ぼたもち！,5.0,JMIA,-17.0,oto3,-30.0
4位,17,2021-06-06 07:32:00,https://tenhou.net/3/?log=2021060608gm-0029-0000-76e3bcb8,Nリーガー,52.0,ⓝNAGA25,8.0,！ぼたもち！,-25.0,ヨガ爺2,-35.0
4位,12,2021-06-06 07:53:00,https://tenhou.net/3/?log=2021060608gm-0029-0000-38715dc4,きぎ,104.0,さかきばらしんや,-13.0,入善町役場,-40.0,！ぼたもち！,-51.0
4位,17,2021-06-06 08:09:00,,チョロ,45.0,！ぼたもち！,6.0,無駄な労働力,-19.0,衛藤美彩,-32.0
4位,15,2021-06-06 12:30:00,,ミッキー0710,52.0,fivespin,21.0,Dkomo,-22.0,！ぼたもち！,-51.0
4位,39,2021-06-06 12:48:00,,おかくら,63.0,あかいえんぴつ,1.0,一条しのぶ,-26.0,！ぼたもち！,-38.0
4位,16,2021-06-06 23:02:00,,なんだしうし,45.0,Rメッセ,7.0,！ぼたもち！,-17.0,伊織もえ,-35.0
4位,33,2021-06-07 14:35:00,,！ぼたもち！,59.0,ずっと真夜中,8.0,藤宮千紗,-19.0,kurinobu,-48.0
4位,14,2021-06-08 12:25:00,,ファンバステン,50.0,！ぼたもち！,11.0,Hiro0128,-24.0,ユーイット,-37.0
4位,34,2021-06-09 14:31:00,,namekoko,44.0,ノオチャベス,10.0,ルヘイン,-15.0,！ぼたもち！,-39.0
4位,22,2021-06-09 22:47:00,,あまほし,60.0,！ぼたもち！,14.0,yj-cheki,-29.0,超絶不運,-45.0
4位,34,2021-06-10 00:01:00,,HALLUX,47.0,トウカイテイオウ,5.0,meme33,-18.0,！ぼたもち！,-34.0
4位,27,2021-06-10 02:11:00,,源太,53.0,Mr-XXX,3.0,！ぼたもち！,-20.0,hang,-36.0
4位,47,2021-06-10 14:24:00,,！ぼたもち！,39.0,かもぱんじゃ,10.0,「輝夜」,-11.0,momentum,-38.0
4位,23,2021-06-10 20:17:00,,！ぼたもち！,56.0,こうシャン,24.0,キハル,-29.0,saki-林,-51.0
4位,24,2021-06-11 03:01:00,,ショーパン北川,45.0,漂う,10.0,！ぼたもち！,-22.0,saco,-33.0
4位,25,2021-06-11 14:40:00,,！ぼたもち！,92.0,いくまけいすけ,0.0,もしゃん,-38.0,仙猫カリン,-54.0
4位,30,2021-06-12 12:00:00,,jmdtf,51.0,いやこんどこそ,19.0,だーはまはま,-25.0,！ぼたもち！,-45.0
4位,23,2021-06-13 07:20:00,,！ぼたもち！,63.0,Furuhata,7.0,北斗おじさん,-18.0,中動態,-52.0
4位,8,2021-06-13 07:46:00,,ユーイット,47.0,日向ゆずこ,4.0,カボチャタネ,-20.0,！ぼたもち！,-31.0
4位,28,2021-06-14 01:15:00,,爆岡優人,61.0,！ぼたもち！,20.0,draftlan,-24.0,TATSUPIN,-57.0
4位,18,2021-06-15 00:55:00,,JUNKIES,66.0,チョロ,16.0,ボコ,-30.0,！ぼたもち！,-52.0
4位,35,2021-06-15 14:31:00,,！ぼたもち！,56.0,ぎっくり腰2,3.0,ジョンレノン,-20.0,上海人,-39.0
4位,22,2021-06-16 00:17:00,,タ,44.0,！ぼたもち！,4.0,サンジャオ,-18.0,スリートン,-30.0
4位,17,2021-06-16 00:40:00,,！ぼたもち！,66.0,matsuban,23.0,まなかお,-36.0,TmA,-53.0
4位,10,2021-06-16 15:17:00,,！ぼたもち！,40.0,たんたんさん,8.0,吉川優子,-19.0,猫東風,-29.0
4位,34,2021-06-17 01:24:00,,Kings#55,63.0,！ぼたもち！,8.0,音遠,-21.0,明明是我先立直！,-50.0
4位,27,2021-06-17 02:08:00,,Acerola,42.0,！ぼたもち！,4.0,xxYMxx,-16.0,ありんこ@キッド,-30.0
4位,20,2021-06-17 14:25:00,,NimiSora,45.0,茶木先生,8.0,！ぼたもち！,-18.0,盛岡のアカギ@,-35.0
4位,14,2021-06-17 14:46:00,,東海中退,46.0,！ぼたもち！,15.0,やま悠YYYY,-7.0,＠次男,-54.0
4位,23,2021-06-18 01:08:00,,ベンジャミン移送,48.0,！ぼたもち！,12.0,ダヴィ,-15.0,この愛と,-45.0
4位,17,2021-06-18 08:27:00,,小鬼のK,49.0,！ぼたもち！,5.0,Musca,-21.0,満願地蔵,-33.0
4位,20,2021-06-19 23:54:00,,フユカセツ,93.0,！ぼたもち！,-6.0,野村サッチー,-36.0,Sion0v0,-51.0
4位,45,2021-06-20 07:49:00,,いおいお,59.0,ネゴリン,14.0,oniyoshi,-30.0,！ぼたもち！,-43.0
4位,41,2021-06-21 23:47:00,,backman,43.0,明明是我先立直！,6.0,！ぼたもち！,-17.0,uemm,-32.0
4位,25,2021-06-22 02:13:00,,bowie;_;,52.0,！ぼたもち！,7.0,天苛武葬,-24.0,おたわ,-35.0
4位,23,2021-06-23 00:34:00,,卓上の米姫,57.0,ハナセレ部,4.0,！ぼたもち！,-25.0,天羽琴月,-36.0
4位,34,2021-06-23 14:47:00,,蛍烏賊,46.0,！ぼたもち！,17.0,さかなぁああああ,-23.0,lelele56,-40.0
4位,6,2021-06-25 14:19:00,,！ぼたもち！,54.0,ええおん,11.0,kemm,-15.0,あるちゅうう,-50.0
4位,31,2021-06-25 14:26:00,,take3,62.0,！ぼたもち！,12.0,kemm,-28.0,nechorin,-46.0
4位,13,2021-06-26 08:23:00,,！ぼたもち！,51.0,ファファード2,10.0,助けてドラえもん,-10.0,101番目の魔物,-51.0
4位,26,2021-06-26 08:37:00,,伊井克史,47.0,阿部真也,10.0,！ぼたもち！,-15.0,櫟井楓,-42.0
4位,25,2021-06-27 13:42:00,,＠伊之助＠,46.0,sharpro,15.0,Crespo9,-20.0,！ぼたもち！,-41.0
4位,,2021-06-29 02:58:00,,！ぼたもち！,66.0,みたらし団子y,13.0,うめ1023,-27.0,みてちゅ,-52.0
4位,25,2021-06-29 14:10:00,,！ぼたもち！,53.0,南波湾,16.0,baofish2,-20.0,森伊蔵,-49.0
4位,17,2021-06-29 14:41:00,,ユーイット,52.0,awazy,3.0,！ぼたもち！,-21.0,アザガミ,-34.0
4位,40,2021-06-30 00:31:00,,のりくん,43.0,！ぼたもち！,6.0,pio,-17.0,最遅最弱少井隆晴,-32.0
4位,34,2021-06-30 02:06:00,,▲こうせい▼,51.0,キリンリキ快,10.0,！ぼたもち！,-11.0,てまち,-50.0
4位,44,2021-06-30 14:27:00,,！ぼたもち！,43.0,台北直直口ン,12.0,awagust,-17.0,taneomik,-38.0
4位,41,2021-06-30 19:11:00,,人読み,52.0,黒羽亜夜子,9.0,！ぼたもち！,-14.0,アクアン,-47.0
4位,22,2021-06-30 22:10:00,,雲淡風清,41.0,七塚逢瀬,8.0,さおりーち,-17.0,！ぼたもち！,-32.0
4位,39,2021-06-30 22:35:00,,ボン鈴木,82.0,aba,-4.0,！ぼたもち！,-33.0,華五雷雲,-45.0
4位,10,2021-07-01 01:29:00,,zaku2,66.0,yujimj,7.0,watari92,-22.0,！ぼたもち！,-51.0
4位,15,2021-07-01 01:42:00,,高杉晋作くん,63.0,safari,22.0,！ぼたもち！,-32.0,Gun_β,-53.0
4位,18,2021-07-01 02:31:00,,！ぼたもち！,70.0,ぽむ太郎,4.0,Madoka,-23.0,ごまた,-51.0
4位,29,2021-07-01 03:29:00,,！ぼたもち！,63.0,氷室恐介,5.0,KAVU,-17.0,こんにゃく大臣,-51.0
4位,33,2021-07-02 00:45:00,,！ぼたもち！,51.0,七夜羽,8.0,きさらぎ駅,-12.0,たはたくん,-47.0
4位,39,2021-07-02 01:30:00,,！ぼたもち！,57.0,100+,19.0,板っっち,-22.0,脂肪ちゃん,-54.0
4位,22,2021-07-02 14:22:00,,まえくに,42.0,Loofah,7.0,！ぼたもち！,-15.0,ヘルニア,-34.0
4位,16,2021-07-02 14:46:00,,アルセーヌルパン,69.0,！ぼたもち！,7.0,奈,-19.0,カヌフラ,-57.0
4位,10,2021-07-02 15:05:00,,生姜焼き帝国,41.0,閃光一閃,10.0,！ぼたもち！,-14.0,もめん,-37.0
4位,23,2021-07-04 14:00:00,,百野さん,49.0,矩形SB,13.0,！ぼたもち！,-14.0,のずよい,-48.0
4位,30,2021-07-04 14:45:00,,ストック１９９８,56.0,スマホ用のやつ,13.0,DeL,-16.0,！ぼたもち！,-53.0
4位,35,2021-07-04 16:03:00,,サーリ,59.0,リーヅモといとい,4.0,シュプラ2,-19.0,！ぼたもち！,-44.0
4位,35,2021-07-05 12:49:00,,オニアサリ,64.0,！ぼたもち！,-1.0,lelele56,-25.0,wan,-38.0
4位,20,2021-07-05 14:26:00,,！ぼたもち！,56.0,Cedric52,1.0,れおしょう,-23.0,稲葉浩志,-34.0
4位,47,2021-07-05 14:47:00,,童磨,51.0,酒井70,2.0,！ぼたもち！,-19.0,なち.b,-34.0
4位,46,2021-07-06 14:45:00,,スカルボーイ,56.0,あみぽん,2.0,mkwizard,-20.0,！ぼたもち！,-38.0
4位,20,2021-07-07 14:18:00,,yskk5303,41.0,sumiya,8.0,yupia☆,-13.0,！ぼたもち！,-36.0
4位,21,2021-07-07 14:41:00,,花と乙女,40.0,DJANGO,8.0,myuki,-19.0,！ぼたもち！,-29.0
4位,16,2021-07-09 08:20:00,,！ぼたもち！,57.0,勝負師,4.0,カメック,-17.0,したうけ,-44.0
4位,25,2021-07-09 14:31:00,,senerusu,51.0,IMANE,16.0,！ぼたもち！,-28.0,ペンカンサンワン,-39.0
4位,23,2021-07-11 00:42:00,,つばにゃん★,45.0,！ぼたもち！,6.0,朽木三郎,-15.0,safari,-36.0
4位,22,2021-07-11 01:07:00,,*hirama,63.0,makiko,12.0,名無しレジェンド,-26.0,！ぼたもち！,-49.0
4位,28,2021-07-11 01:32:00,,！ぼたもち！,45.0,Trisa,12.0,借り暮らしの猫,-20.0,サファイア★姫,-37.0
4位,26,2021-07-11 02:16:00,,八切止夫☆,63.0,ヤバ市ヤバ町,7.0,らりほ～,-16.0,！ぼたもち！,-54.0
4位,33,2021-07-11 05:22:00,,aasfgs,54.0,！ぼたもち！,22.0,つのいんぽん,-19.0,ypyp,-57.0
4位,21,2021-07-11 13:32:00,,！ぼたもち！,61.0,八丁畷,16.0,ミラヒカパパ,-25.0,cae,-52.0
4位,24,2021-07-11 13:55:00,,！ぼたもち！,49.0,八丁畷,19.0,draftlan,-13.0,ゼロシキ,-55.0
4位,33,2021-07-11 15:15:00,,！ぼたもち！,53.0,八丁畷,8.0,④避遊戯【東南】,-24.0,猫次郎,-37.0
4位,39,2021-07-11 17:59:00,,あきとまみ.,44.0,GASAI,7.0,！ぼたもち！,-19.0,しんたろう,-32.0
4位,23,2021-07-12 02:36:00,,！ぼたもち！,62.0,パブロフ,5.0,歳,-21.0,hldmucus,-46.0
4位,31,2021-07-12 03:00:00,,背叛魔女,53.0,mzs,15.0,いおいお,-25.0,！ぼたもち！,-43.0
4位,38,2021-07-12 14:15:00,,かけいき,49.0,mosaG,2.0,典平,-19.0,！ぼたもち！,-32.0
4位,26,2021-07-13 00:27:00,,バリトン,53.0,！ぼたもち！,7.0,真空フェスタ,-22.0,Litton,-38.0
4位,19,2021-07-13 00:54:00,,ビタ40,52.0,魔人でらぷZ,21.0,！ぼたもち！,-17.0,ローキャッスル,-56.0
4位,40,2021-07-14 00:15:00,,mtpop,56.0,！ぼたもち！,11.0,ジョニヲ,-14.0,SUBMARIN,-53.0
4位,16,2021-07-14 00:56:00,,！ぼたもち！,49.0,101番目の魔物,13.0,星街彗星,-12.0,ある証明￡,-50.0
4位,19,2021-07-14 01:12:00,,240ZZZZ,48.0,Bluebird,13.0,us,-10.0,！ぼたもち！,-51.0
4位,48,2021-07-14 14:24:00,,harddays,71.0,！ぼたもち！,11.0,なち.b,-35.0,Wardna,-47.0
4位,11,2021-07-15 02:59:00,,！ぼたもち！,68.0,こねこ,5.0,生粋の煽ラー♪,-15.0,親愛なる世界へ,-58.0
4位,23,2021-07-15 03:12:00,,鉄兵,59.0,黄龍王しげ57,9.0,！ぼたもち！,-20.0,虹色ジョーカー,-48.0
4位,31,2021-07-16 00:24:00,,！ぼたもち！,47.0,虚月雪,6.0,こんぶ株式会社,-14.0,いつか強くなりた,-39.0
4位,41,2021-07-16 01:21:00,,ツキノちゃん,45.0,野村サッチー,6.0,！ぼたもち！,-17.0,王牌強「仮」,-34.0
4位,36,2021-07-16 02:18:00,,みーぱん,65.0,phelps,15.0,てんくう,-35.0,！ぼたもち！,-45.0
4位,13,2021-07-16 07:50:00,,！ぼたもち！,42.0,eredo,7.0,みかんかん,-19.0,qqqwww,-30.0
4位,35,2021-07-16 14:48:00,,クスケ,46.0,潮,11.0,雀魔神1H六百円,-11.0,！ぼたもち！,-46.0
4位,12,2021-07-18 01:20:00,,ボン鈴木,52.0,fukataku,12.0,千桃,-9.0,！ぼたもち！,-55.0
4位,36,2021-07-18 14:26:00,,！ぼたもち！,43.0,さんさーら,8.0,elude,-17.0,たかのふね52,-34.0
4位,33,2021-07-18 16:10:00,,あやてぃー,40.0,elude,8.0,Spade3,-14.0,！ぼたもち！,-34.0
4位,30,2021-07-18 17:17:00,,！ぼたもち！,43.0,猪手招宝,12.0,勝早桜11,-20.0,apa2ne1,-35.0
4位,29,2021-07-19 02:58:00,,ナカナンド,49.0,sjnmp001,13.0,！ぼたもち！,-25.0,Mr-XXX,-37.0
4位,23,2021-07-19 03:28:00,,watari92,56.0,汝有何疑,-1.0,シスコ・ラモン,-22.0,！ぼたもち！,-33.0
4位,43,2021-07-20 01:22:00,,銀河に喝,57.0,びおれーと,1.0,こんにゃく大臣,-21.0,！ぼたもち！,-37.0
4位,16,2021-07-20 09:42:00,,NOBU0720,46.0,！ぼたもち！,16.0,ゆーみん,-8.0,せんざんこう2,-54.0
4位,24,2021-07-20 14:03:00,,aasfgs,56.0,ヤマモトキヨシ,22.0,！ぼたもち！,-23.0,Rion00,-55.0
4位,31,2021-07-22 10:35:00,,！ぼたもち！,44.0,BGY,4.0,3月のショウタ,-18.0,丸山,-30.0
4位,26,2021-07-23 07:49:00,,イーグル,45.0,カト健,8.0,まるとー,-14.0,！ぼたもち！,-39.0
4位,21,2021-07-24 20:57:00,,俺全局参加します,44.0,！ぼたもち！,14.0,よっち＠最３６後,-19.0,朱雀の化身*麗蘭,-39.0
4位,22,2021-07-25 06:15:00,,！ぼたもち！,54.0,hzk,11.0,hana5,-14.0,アップル有機ネオ,-51.0
4位,29,2021-07-27 14:28:00,,！ぼたもち！,56.0,マルオ。,8.0,Maxbet,-23.0,白色の水,-41.0
4位,9,2021-07-30 15:15:00,,pong,42.0,samuo,7.0,！ぼたもち！,-15.0,ふむへみらべる,-34.0
4位,40,2021-08-06 09:45:00,,俺です,57.0,ENON,20.0,！ぼたもち！,-32.0,lobo@,-45.0
4位,43,2021-08-07 06:49:00,,！ぼたもち！,71.0,イキり麻雀太郎,-4.0,ネオー,-26.0,吉岡稔真,-41.0
4位,,2021-08-10 23:39:00,,！ぼたもち！,54.0,HIROchan,7.0,かぶちき,-18.0,上村ひなの,-43.0
4位,,2021-08-11 00:03:00,,！ぼたもち！,68.0,上村ひなの,21.0,HIROchan,-28.0,かぶちき,-61.0
4位,,2021-08-11 00:21:00,,かぶちき,88.0,上村ひなの,11.0,！ぼたもち！,-25.0,HIROchan,-74.0
4位,,2021-08-11 00:37:00,,HIROchan,65.0,！ぼたもち！,13.0,かぶちき,-25.0,上村ひなの,-53.0
4位,,2021-08-11 01:12:00,,！ぼたもち！,57.0,そそそそそま,3.0,かぶちき,-19.0,上村ひなの,-41.0
4位,,2021-08-11 01:45:00,,！ぼたもち！,58.0,かぶちき,10.0,そそそそそま,-14.0,上村ひなの,-54.0
4位,,2021-08-12 23:11:00,,somaaann,64.0,かぶちき,10.0,！ぼたもち！,-23.0,もりりもりも,-51.0
4位,,2021-08-12 23:41:00,,かぶちき,83.0,somaaann,10.0,もりりもりも,-32.0,！ぼたもち！,-61.0
4位,36,2021-08-25 13:14:00,,白バラ姫,66.0,！ぼたもち！,8.0,トーマストーマス,-17.0,るうまも,-57.0
4位,,2021-08-26 21:12:00,,！ぼたもち！,41.0,テギ,9.0,鈴菜,-13.0,れんれん0907,-37.0
4位,,2021-08-26 23:08:00,,テギ,69.0,れんれん0907,17.0,なしこ,-27.0,！ぼたもち！,-59.0
4位,,2021-08-26 23:30:00,,なしこ,45.0,！ぼたもち！,11.0,れんれん0907,-12.0,テギ,-44.0
4位,18,2021-08-27 14:38:00,,ak1225,44.0,hang,8.0,armed,-17.0,！ぼたもち！,-35.0
4位,26,2021-08-30 17:05:00,,ハライーター,43.0,闇帝不敗猛者,10.0,！ぼたもち！,-17.0,パブロアイマール,-36.0
4位,37,2021-08-30 19:10:00,,マック04,55.0,！ぼたもち！,1.0,六武,-21.0,よしZO～,-35.0
4位,26,2021-08-31 08:10:00,,！ぼたもち！,44.0,ダマテンプッシュ,10.0,てらふぉ。,-17.0,次鋒レオパルドン,-37.0
4位,23,2021-08-31 09:45:00,,sherah,51.0,迷い頭,16.0,！ぼたもち！,-21.0,レキテーちゃん,-46.0
4位,25,2021-09-01 08:04:00,,ANDYTAKA,52.0,mayiya,13.0,不在の騎士,-21.0,！ぼたもち！,-44.0
4位,32,2021-09-02 06:46:00,,！ぼたもち！,41.0,heytaxi,5.0,NO1俺,-18.0,渦桃,-28.0
4位,25,2021-09-03 07:38:00,,！ぼたもち！,63.0,ヒロヒロマル,7.0,alljusut,-26.0,オウム（鳥）,-44.0
4位,25,2021-09-03 20:06:00,,人間環境,54.0,！ぼたもち！,7.0,鳴き虫くん,-15.0,待って,-46.0
4位,33,2021-09-04 09:53:00,,308P,57.0,！ぼたもち！,8.0,Mangor,-18.0,四球のギリシャ神,-47.0
4位,31,2021-09-05 00:21:00,,はぐれ牌,46.0,！ぼたもち！,8.0,れんれん0907,-19.0,hqyzfufu,-35.0
4位,29,2021-09-05 01:47:00,,！ぼたもち！,43.0,れんれん0907,4.0,aasfgs,-17.0,hideki,-30.0
4位,19,2021-09-05 08:58:00,,！ぼたもち！,63.0,鯨大洋,28.0,ビスカリア,-33.0,オオウチ,-58.0
4位,47,2021-09-06 08:56:00,,春雪,57.0,平打ち,14.0,Yutapon,-19.0,！ぼたもち！,-52.0
4位,24,2021-09-06 15:58:00,,！ぼたもち！,58.0,武者小路豚麻呂,10.0,凜P,-12.0,無為自然,-56.0
4位,9,2021-09-08 10:14:00,,！ぼたもち！,42.0,W-D,6.0,えむあーる,-18.0,TEM動画勢,-30.0
4位,8,2021-09-08 14:57:00,,筆洗ゆうた,47.0,占い師裏ないし,15.0,！ぼたもち！,-20.0,雀頭観音,-42.0
4位,31,2021-09-08 23:41:00,,パブロアイマール,52.0,！ぼたもち！,19.0,れんれん0907,-23.0,品井全津,-48.0
4位,29,2021-09-09 01:33:00,,OQ,59.0,次回予告,5.0,れんれん0907,-20.0,！ぼたもち！,-44.0
4位,30,2021-09-10 08:15:00,,！ぼたもち！,51.0,アメマ。,11.0,ando55,-17.0,しろんぬ・ω・,-45.0
4位,23,2021-09-10 10:00:00,,！ぼたもち！,102.0,えむあーる,-15.0,うさまる最高！！,-35.0,bluewind,-52.0
4位,28,2021-09-10 23:53:00,,れんれん0907,61.0,！ぼたもち！,16.0,大治郎#74,-24.0,フェルマー,-53.0
4位,22,2021-09-11 01:12:00,,れんれん0907,54.0,Red-Eye,17.0,！ぼたもち！,-10.0,はねじ,-61.0
4位,16,2021-09-11 08:00:00,,！ぼたもち！,54.0,べーこんごはん,5.0,ryo@,-24.0,えむあーる,-35.0
4位,14,2021-09-11 13:22:00,,えぬえす。,48.0,mengxinx,15.0,！ぼたもち！,-26.0,NEW相模守,-37.0
4位,38,2021-09-12 13:01:00,,TSM-07,62.0,！ぼたもち！,2.0,青嵐の一元,-21.0,大星淡。,-43.0
4位,30,2021-09-12 13:42:00,,れんれん0907,50.0,すんたま,10.0,！ぼたもち！,-17.0,茂三,-43.0
4位,19,2021-09-13 07:53:00,,きゃーろん,45.0,！ぼたもち！,10.0,tonnnura,-20.0,PIXI,-35.0
4位,16,2021-09-13 13:23:00,,madogiwa,56.0,yoobao15,21.0,菅義偉(JPN),-28.0,！ぼたもち！,-49.0
4位,33,2021-09-14 00:08:00,,velheim,49.0,紅月幻想,9.0,！ぼたもち！,-14.0,fighters,-44.0
4位,26,2021-09-14 01:10:00,,黒カブト,56.0,urcjj,17.0,！ぼたもち！,-19.0,hayahira,-54.0
4位,22,2021-09-14 01:43:00,,theta=,50.0,いりばーそん,12.0,！ぼたもち！,-11.0,タマちゃん11歳,-51.0
4位,36,2021-09-15 22:08:00,,黒霧島,41.0,昔打った篠塚,10.0,！ぼたもち！,-18.0,リボン十代,-33.0
4位,16,2021-09-16 10:06:00,,くまりんぽ,65.0,！ぼたもち！,5.0,イソジン東北,-22.0,ねぎおじ,-48.0
4位,13,2021-09-16 16:05:00,,戦争とピンフ,50.0,madogiwa,7.0,！ぼたもち！,-22.0,Aimer#,-35.0
4位,38,2021-09-16 20:44:00,,青久,43.0,！ぼたもち！,9.0,小林聡,-17.0,elude,-35.0
4位,26,2021-09-16 22:33:00,,emonuh,50.0,キャベツ食い,10.0,れんれん0907,-17.0,！ぼたもち！,-43.0
4位,23,2021-09-16 23:32:00,,conula,48.0,バリトン,13.0,れんれん0907,-25.0,！ぼたもち！,-36.0
4位,29,2021-09-17 00:36:00,,！ぼたもち！,54.0,kirasuna,21.0,NASTY,-24.0,れんれん0907,-51.0
4位,23,2021-09-17 01:35:00,,れんれん0907,45.0,！ぼたもち！,16.0,Toris,-21.0,パンスイ,-40.0
4位,8,2021-09-17 08:01:00,,！ぼたもち！,42.0,N.A,12.0,nono773,-16.0,木戸孝允,-38.0
4位,14,2021-09-17 08:12:00,,吉川優子,65.0,！ぼたもち！,3.0,HAEKIN,-21.0,よろず屋,-47.0
4位,10,2021-09-19 11:16:00,,餅が食べたいんス,52.0,シーマ1866,9.0,！ぼたもち！,-15.0,ゴム君,-46.0
4位,37,2021-09-19 22:09:00,,なべしょう,58.0,みっつぃ～,2.0,！ぼたもち！,-25.0,れんれん0907,-35.0
4位,29,2021-09-20 00:08:00,,だいだい５号,47.0,！ぼたもち！,12.0,れんれん0907,-19.0,印刷屋のさかい,-40.0
4位,30,2021-09-20 01:19:00,,IMAI,56.0,！ぼたもち！,19.0,れんれん0907,-26.0,ヤラセ麻雀,-49.0
4位,31,2021-09-20 01:54:00,,ポリトカ＠,58.0,テクムセ,12.0,しゅう太郎,-26.0,！ぼたもち！,-44.0
4位,34,2021-09-20 02:33:00,,小明,44.0,！ぼたもち！,5.0,kiyotaka,-18.0,れんれん0907,-31.0
4位,25,2021-09-20 03:14:00,,！ぼたもち！,45.0,やっち,2.0,渦桃,-18.0,れんれん0907,-29.0
4位,26,2021-09-20 03:48:00,,れんれん0907,44.0,立直平和人,7.0,！ぼたもち！,-18.0,一手舞,-33.0
4位,16,2021-09-20 13:43:00,,uyonge,42.0,！ぼたもち！,6.0,skawano,-18.0,◆もうら◆,-30.0
4位,12,2021-09-20 14:02:00,,アレックスZZV,44.0,821shin,5.0,！ぼたもち！,-17.0,Zneaky,-32.0
4位,8,2021-09-20 19:53:00,,skawano,41.0,らんちゃんⅡ,8.0,mr.hebo,-15.0,！ぼたもち！,-34.0
4位,16,2021-09-20 20:03:00,,！ぼたもち！,55.0,ころころさん,13.0,ぷりん聖人@東風,-26.0,CURRYER,-42.0
4位,,2021-09-20 23:10:00,,いりばーそん,47.0,NiNth,9.0,れんれん0907,-19.0,！ぼたもち！,-37.0
4位,,2021-09-21 00:25:00,,いりばーそん,83.0,NiNth,21.0,！ぼたもち！,-37.0,れんれん0907,-67.0
4位,21,2021-09-21 01:26:00,,れんれん0907,49.0,！ぼたもち！,12.0,ヨコティン@,-24.0,小栗たけのこ,-37.0
4位,18,2021-09-21 14:12:00,,46,44.0,！ぼたもち！,9.0,さりえり,-21.0,あーし,-32.0
4位,50,2021-09-21 22:18:00,,ambi,49.0,！ぼたもち！,7.0,れんれん0907,-19.0,久保シオリ,-37.0
4位,17,2021-09-21 23:12:00,,L!VE,54.0,！ぼたもち！,20.0,Emija,-18.0,れんれん0907,-56.0
4位,34,2021-09-21 23:35:00,,じゃじゃまる,51.0,目指せ鳳凰卓,2.0,！ぼたもち！,-21.0,akio,-32.0
4位,7,2021-09-22 14:20:00,,みつぐっち,40.0,ハネスリー,9.0,neeeet,-19.0,！ぼたもち！,-30.0
4位,12,2021-09-22 14:30:00,,みやて,52.0,！ぼたもち！,11.0,natata,-23.0,シバハタ,-40.0
4位,8,2021-09-22 19:15:00,,！ぼたもち！,42.0,ば、,8.0,mrdeer,-17.0,廣済堂本店,-33.0
4位,14,2021-09-22 19:24:00,,！ぼたもち！,48.0,K.2.K,11.0,mr.hebo,-18.0,ディナダン卿,-41.0
4位,13,2021-09-22 19:41:00,,skawano,45.0,kyankyan,6.0,きも,-16.0,！ぼたもち！,-35.0
4位,29,2021-09-22 22:26:00,,れんれん0907,45.0,kinnchan,14.0,売虎男,-22.0,！ぼたもち！,-37.0
4位,39,2021-09-22 22:57:00,,うううううううう,43.0,！ぼたもち！,11.0,まるーん,-19.0,れんれん0907,-35.0
4位,33,2021-09-22 23:43:00,,PY,50.0,れんれん0907,13.0,WIN神,-9.0,！ぼたもち！,-54.0
4位,13,2021-09-23 13:41:00,,！ぼたもち！,49.0,おまちお,12.0,Hyatt,-21.0,挑戦者！,-40.0
4位,9,2021-09-23 14:03:00,,！ぼたもち！,43.0,きゃーろん,5.0,涼宮春日,-18.0,焼きりんご,-30.0
